,,2016 a 2018,,2019 a 2023,,,
,,06,"Consultou parente, amigo ou colega",06,"Consultou parente, amigo ou colega",VERDADEIRO,VERDADEIRO
,,07,Buscou ajuda financeira para iniciar o próprio negócio,07,Buscou ajuda financeira para iniciar o próprio negócio,VERDADEIRO,VERDADEIRO
,,08,"Procurou local, equipamento ou maquinário para iniciar o próprio negócio ",08,"Procurou local, equipamento ou maquinário para iniciar o próprio negócio ",VERDADEIRO,VERDADEIRO
,,09,Solicitou registro ou licença para iniciar o próprio negócio ,09,Solicitou registro ou licença para iniciar o próprio negócio ,VERDADEIRO,VERDADEIRO
,,10,Tomou outra providência,10,Tomou outra providência,VERDADEIRO,VERDADEIRO
,,11,Não tomou providência efetiva,11,Não tomou providência efetiva,VERDADEIRO,VERDADEIRO
,,,Não aplicável,,Não aplicável,VERDADEIRO,VERDADEIRO
PND2T200N0,V4072A,1,"Entrou em contato com empregador (pessoalmente, por telefone, por email ou pelo portal da empresa, inclusive enviando currículo)",1,"Entrou em contato com empregador (pessoalmente, por telefone, por email ou pelo portal da empresa, inclusive enviando currículo)",VERDADEIRO,VERDADEIRO
,,2,Colocou ou respondeu anúncio de trabalho em jornal ou revista,2,Colocou ou respondeu anúncio de trabalho em jornal ou revista,VERDADEIRO,VERDADEIRO
,,3,Consultou ou inscreveu-se em agência de emprego privada ou sindicato,3,Consultou ou inscreveu-se em agência de emprego privada ou sindicato,VERDADEIRO,VERDADEIRO
,,4,"Consultou ou inscreveu-se em agência de emprego municipal, estadual ou no Sistema Nacional de Emprego (SINE) ",4,"Consultou ou inscreveu-se em agência de emprego municipal, estadual ou no Sistema Nacional de Emprego (SINE) ",VERDADEIRO,VERDADEIRO
,,5,Fez ou inscreveu-se em concurso ,5,Fez ou inscreveu-se em concurso ,VERDADEIRO,VERDADEIRO
,,6,"Consultou parente, amigo ou colega",6,"Consultou parente, amigo ou colega",VERDADEIRO,VERDADEIRO
,,7,"Tomou medida para iniciar o próprio negócio (recursos financeiros, local para instalação, equipamentos, legalização etc.) ",7,"Tomou medida para iniciar o próprio negócio (recursos financeiros, local para instalação, equipamentos, legalização etc.) ",VERDADEIRO,VERDADEIRO
,,8,"Tomou outra providência, especifique: ",8,"Tomou outra providência, especifique: ",VERDADEIRO,VERDADEIRO
,,9,Não tomou providência efetiva,9,Não tomou providência efetiva,VERDADEIRO,VERDADEIRO
,,,Não aplicável,,Não aplicável,VERDADEIRO,VERDADEIRO
PND2T201N0,V4073,1,Sim,1,Sim,VERDADEIRO,VERDADEIRO
,,2,Não,2,Não,VERDADEIRO,VERDADEIRO
,,,Não aplicável,,Não aplicável,VERDADEIRO,VERDADEIRO
PND2T202N0,V4074,1,Conseguiu proposta de trabalho para começar após a semana de referência ,1,Conseguiu proposta de trabalho para começar após a semana de referência ,VERDADEIRO,VERDADEIRO
,,2,Aguardando resposta de medida tomada para conseguir trabalho,2,Aguardando resposta de medida tomada para conseguir trabalho,VERDADEIRO,VERDADEIRO
,,3,Desistiu de procurar por não conseguir encontrar trabalho,3,Desistiu de procurar por não conseguir encontrar trabalho,VERDADEIRO,VERDADEIRO
,,4,Acha que não vai encontrar trabalho por ser muito jovem ou muito idoso,4,Acha que não vai encontrar trabalho por ser muito jovem ou muito idoso,VERDADEIRO,VERDADEIRO
,,5,"Tinha que cuidar de filho(s), de outro(s) dependente(s) ou dos afazeres domésticos",5,"Tinha que cuidar de filho(s), de outro(s) dependente(s) ou dos afazeres domésticos",VERDADEIRO,VERDADEIRO
,,6,Estudo,6,Estudo,VERDADEIRO,VERDADEIRO
,,7,"Incapacidade física, mental ou doença permanente",7,"Incapacidade física, mental ou doença permanente",VERDADEIRO,VERDADEIRO
,,8,Outro motivo,8,Outro motivo,VERDADEIRO,VERDADEIRO
,,,Não aplicável,,Não aplicável,VERDADEIRO,VERDADEIRO
PND2T203N0,V4074A,01,Conseguiu proposta de trabalho para começar após a semana de referência ,01,Conseguiu proposta de trabalho para começar após a semana de referência ,VERDADEIRO,VERDADEIRO
,,02,Estava aguardando resposta de medida tomada para conseguir trabalho ,02,Estava aguardando resposta de medida tomada para conseguir trabalho ,VERDADEIRO,VERDADEIRO
,,03,Não conseguia trabalho adequado,03,Não conseguia trabalho adequado,VERDADEIRO,VERDADEIRO
,,04,Não tinha experiência profissional ou qualificação,04,Não tinha experiência profissional ou qualificação,VERDADEIRO,VERDADEIRO
,,05,Não conseguia trabalho por ser considerado muito jovem ou muito idoso,05,Não conseguia trabalho por ser considerado muito jovem ou muito idoso,VERDADEIRO,VERDADEIRO
,,06,Não havia trabalho na localidade,06,Não havia trabalho na localidade,VERDADEIRO,VERDADEIRO
,,07,"Tinha que cuidar dos afazeres domésticos, do(s) filho(s) ou de outro(s) parente(s) ",07,"Tinha que cuidar dos afazeres domésticos, do(s) filho(s) ou de outro(s) parente(s) ",VERDADEIRO,VERDADEIRO
,,08,Estava estudando (curso de qualquer tipo ou por conta própria),08,Estava estudando (curso de qualquer tipo ou por conta própria),VERDADEIRO,VERDADEIRO
,,09,Por problema de saúde ou gravidez ,09,Por problema de saúde ou gravidez ,VERDADEIRO,VERDADEIRO
,,10,"Outro motivo, especifique",10,"Outro motivo, especifique",VERDADEIRO,VERDADEIRO
,,,Não aplicável,,Não aplicável,VERDADEIRO,VERDADEIRO
PND2T204N0,V4075A,1,Menos de 1 mês ,1,Menos de 1 mês ,VERDADEIRO,VERDADEIRO
,,2,De 1 mês a menos de 1 ano ,2,De 1 mês a menos de 1 ano ,VERDADEIRO,VERDADEIRO
,,3,1 ano ou mais,3,1 ano ou mais,VERDADEIRO,VERDADEIRO
,,,Não aplicável,,Não aplicável,VERDADEIRO,VERDADEIRO
PND2T205N0,V4075A1,01 a 11,01 a 11 meses ,01 a 11,01 a 11 meses ,VERDADEIRO,VERDADEIRO
,,,Não aplicável,,Não aplicável,VERDADEIRO,VERDADEIRO
PND2T206N0,V4076,1,Menos de 1 mês ,1,Menos de 1 mês ,VERDADEIRO,VERDADEIRO
,,2,De 1 mês a menos de 1 ano,2,De 1 mês a menos de 1 ano,VERDADEIRO,VERDADEIRO
,,3,De 1 ano a menos de 2 anos,3,De 1 ano a menos de 2 anos,VERDADEIRO,VERDADEIRO
,,4,2 anos ou mais,4,2 anos ou mais,VERDADEIRO,VERDADEIRO
,,,Não aplicável,,Não aplicável,VERDADEIRO,VERDADEIRO
PND2T207N0,V40761, 01 a 11,01 a 11 meses , 01 a 11,01 a 11 meses ,VERDADEIRO,VERDADEIRO
,,,Não aplicável,,Não aplicável,VERDADEIRO,VERDADEIRO
PND2T208N0,V40762, 01 a 11,01 a 11 meses , 01 a 11,01 a 11 meses ,VERDADEIRO,VERDADEIRO
,,,Não aplicável,,Não aplicável,VERDADEIRO,VERDADEIRO
PND2T209N0,V40763,02 a 98,2 anos ou mais ,02 a 98,2 anos ou mais ,VERDADEIRO,VERDADEIRO
,,,Não aplicável,,Não aplicável,VERDADEIRO,VERDADEIRO
PND2T210N0,V4077,1,Sim,1,Sim,VERDADEIRO,VERDADEIRO
,,2,Não,2,Não,VERDADEIRO,VERDADEIRO
,,,Não aplicável,,Não aplicável,VERDADEIRO,VERDADEIRO
PND2T211N0,V4078,1,"Tinha que cuidar de filho(s), de outro(s) dependente(s) ou dos afazeres domésticos ",1,"Tinha que cuidar de filho(s), de outro(s) dependente(s) ou dos afazeres domésticos ",VERDADEIRO,VERDADEIRO
,,2,Estudo,2,Estudo,VERDADEIRO,VERDADEIRO
,,3,"Incapacidade física, mental ou doença permanente",3,"Incapacidade física, mental ou doença permanente",VERDADEIRO,VERDADEIRO
,,4,Aposentado ou idoso para trabalhar,4,Aposentado ou idoso para trabalhar,VERDADEIRO,VERDADEIRO
,,5,Muito jovem para trabalhar,5,Muito jovem para trabalhar,VERDADEIRO,VERDADEIRO
,,6,Não desejava trabalhar,6,Não desejava trabalhar,VERDADEIRO,VERDADEIRO
,,7,Outro motivo,7,Outro motivo,VERDADEIRO,VERDADEIRO
,,,Não aplicável,,Não aplicável,VERDADEIRO,VERDADEIRO
PND2T212N0,V4078A,1,"Tinha que cuidar dos afazeres domésticos, do(s) filho(s) ou de outro(s) parente(s) ",1,"Tinha que cuidar dos afazeres domésticos, do(s) filho(s) ou de outro(s) parente(s) ",VERDADEIRO,VERDADEIRO
,,2,Estava estudando (em curso de qualquer tipo ou por conta própria),2,Estava estudando (em curso de qualquer tipo ou por conta própria),VERDADEIRO,VERDADEIRO
,,3,Por problema de saúde ou gravidez ,3,Por problema de saúde ou gravidez ,VERDADEIRO,VERDADEIRO
,,4,Por ser muito jovem ou muito idoso para trabalhar,4,Por ser muito jovem ou muito idoso para trabalhar,VERDADEIRO,VERDADEIRO
,,5,Por não querer trabalhar,5,Por não querer trabalhar,VERDADEIRO,VERDADEIRO
,,6,"Outro motivo, especifique: ",6,"Outro motivo, especifique: ",VERDADEIRO,VERDADEIRO
,,,Não aplicável,,Não aplicável,VERDADEIRO,VERDADEIRO
PND2T213N0,V4082,1,Sim,1,Sim,VERDADEIRO,VERDADEIRO
,,2,Não,2,Não,VERDADEIRO,VERDADEIRO
,,,Não aplicável,,Não aplicável,VERDADEIRO,VERDADEIRO
Parte 5 - Rendimentos de outras fontes,,,,,,VERDADEIRO,VERDADEIRO
Rendimentos de programas sociais,,,,,,VERDADEIRO,VERDADEIRO
PND2T214N0,VI5001A,1,Sim,1,Sim,VERDADEIRO,VERDADEIRO
,,2,Não,2,Não,VERDADEIRO,VERDADEIRO
,,9,Ignorado,9,Ignorado,VERDADEIRO,VERDADEIRO
PND2T215N0,VI5001A2,valor em reais,,valor em reais,,VERDADEIRO,VERDADEIRO
,,,Não aplicável,,Não aplicável,VERDADEIRO,VERDADEIRO
PND2T216N0,VI5002A,1,Sim,1,Sim,VERDADEIRO,VERDADEIRO
,,2,Não,2,Não,VERDADEIRO,VERDADEIRO
,,9,Ignorado,9,Ignorado,VERDADEIRO,VERDADEIRO
PND2T217N0,VI5002A2,valor em reais,,valor em reais,,VERDADEIRO,VERDADEIRO
,,,Não aplicável,,Não aplicável,VERDADEIRO,VERDADEIRO
PND2T218N0,VI5003A,1,Sim,1,Sim,VERDADEIRO,VERDADEIRO
,,2,Não,2,Não,VERDADEIRO,VERDADEIRO
,,9,Ignorado,9,Ignorado,VERDADEIRO,VERDADEIRO
PND2T219N0,VI5003A2,valor em reais,,valor em reais,,VERDADEIRO,VERDADEIRO
,,,Não aplicável,,Não aplicável,VERDADEIRO,VERDADEIRO
Outros rendimentos,,,,,,VERDADEIRO,VERDADEIRO
PND2T220N0,VI5004A,1,Sim,1,Sim,VERDADEIRO,VERDADEIRO
,,2,Não,2,Não,VERDADEIRO,VERDADEIRO
,,9,Ignorado,9,Ignorado,VERDADEIRO,VERDADEIRO
PND2T221N0,VI5004A2,valor em reais,,valor em reais,,VERDADEIRO,VERDADEIRO
,,,Não aplicável,,Não aplicável,VERDADEIRO,VERDADEIRO
PND2T222N0,VI5005A,1,Sim,1,Sim,VERDADEIRO,VERDADEIRO
,,2,Não,2,Não,VERDADEIRO,VERDADEIRO
,,9,Ignorado,9,Ignorado,VERDADEIRO,VERDADEIRO
PND2T223N0,VI5005A2,valor em reais,,valor em reais,,VERDADEIRO,VERDADEIRO
,,,Não aplicável,,Não aplicável,VERDADEIRO,VERDADEIRO
PND2T224N0,VI5006A,1,Sim,1,Sim,VERDADEIRO,VERDADEIRO
,,2,Não,2,Não,VERDADEIRO,VERDADEIRO
,,9,Ignorado,9,Ignorado,VERDADEIRO,VERDADEIRO
PND2T225N0,VI5006A2,valor em reais,,valor em reais,,VERDADEIRO,VERDADEIRO
,,,Não aplicável,,Não aplicável,VERDADEIRO,VERDADEIRO
PND2T226N0,VI5007A,1,Sim,1,Sim,VERDADEIRO,VERDADEIRO
,,2,Não,2,Não,VERDADEIRO,VERDADEIRO
,,9,Ignorado,9,Ignorado,VERDADEIRO,VERDADEIRO
PND2T227N0,VI5007A2,valor em reais,,valor em reais,,VERDADEIRO,VERDADEIRO
,,,Não aplicável,,Não aplicável,VERDADEIRO,VERDADEIRO
PND2T228N0,VI5008A,1,Sim,1,Sim,VERDADEIRO,VERDADEIRO
,,2,Não,2,Não,VERDADEIRO,VERDADEIRO
,,9,Ignorado,9,Ignorado,VERDADEIRO,VERDADEIRO
PND2T229N0,VI5008A2,valor em reais,,valor em reais,,VERDADEIRO,VERDADEIRO
,,,Não aplicável,,Não aplicável,VERDADEIRO,VERDADEIRO
,,,,,,,
PND2T284N0,S12001A,,,1,Realizada,,
,,,,2,Recusa,,
,,,,3,Responsável não encontrado ,,
,,,,4,Não realizada por outro motivo ,,
,,,,,Não aplicável,,
PND2T285N0,S12002,,,1,Pai/Mãe,,
,,,,2,Padrasto/Madrasta,,
,,,,3,Tio(a),,
,,,,4,Avô(ó),,
,,,,5,Irmão(ã),,
,,,,6,Outro,,
,,,,9,Ignorado,,
,,,,,Não aplicável,,
,,,,,,,
PND2T286N0,S12003,,,1,Nos últimos 15 dias ,,
,,,,2,Mais de 15 dias até 1 mês,,
,,,,3,Mais de 1 mês até 6 meses,,
,,,,4,Mais de 6 meses até 12 meses,,
,,,,5,Mais de 12 meses,,
,,,,6,Nunca utilizou  ,,
,,,,7,Não sabe/ não lembra,,
,,,,,Não aplicável,,
PND2T287N0,S12004,,,0 a 10,,,
,,,,,Não aplicável,,
PND2T288N0,S12005,,,1,As instalações físicas (infraestrutura),,
,,,,2,Organização e limpeza do local,,
,,,,3,A forma como você ou a criança foram recebidos na Unidade de Saúde (acolhimento),,
,,,,4,A rapidez ou a demora no atendimento da criança (velocidade),,
,,,,5,A atuação dos profissionais da unidade de saúde na resolução do problema (equipe),,
,,,,6,Outro motivo,,
,,,,,Não aplicável,,
PND2T289N0,S12006,,,1,Nos últimos 15 dias ,,
,,,,2,Mais de 15 dias até 1 mês,,
,,,,3,Mais de 1 mês até 6 meses,,
,,,,4,Mais de 6 meses até 12 meses,,
,,,,5,Mais de 12 meses,,
,,,,6,Nunca consultou  ,,
,,,,7,Não sabe/ não lembra,,
,,,,,Não aplicável,,
PND2T290N0,S12007,,,1,"Consulta de rotina (revisão, check-up, acompanhamento do crescimento e desenvolvimento)",,
,,,,2,"Problemas respiratórios ou de garganta (gripe, sinusite, amigdalite, faringite, asma, bronquite, etc)",,
,,,,3,Febre,,
,,,,4,"Diarreia, vômito ou outros problemas gastrointestinais",,
,,,,5,"Acidentes (fratura, lesão, machucado)",,
,,,,6,Alergias,,
,,,,7,Outro,,
,,,,,Não aplicável,,
PND2T291N0,S12008,,,1,Unidade básica de saúde (posto ou centro de saúde) ou Unidade de Saúde da Família,,
,,,,2,"Policlínica pública, PAM (Posto de Assistência Médica) ou Centro de Especialidades público",,
,,,,3,"UPA (Unidade de Pronto Atendimento), outro tipo de Pronto Atendimento Público (24 horas) ou Pronto-socorro/emergência de hospital público ou ligado as forças armadas",,
,,,,4,Ambulatório de hospital público ou ligado as forças armadas,,
,,,,5,"Consultório particular, clínica privada ou ambulatório de hospital privado ",,
,,,,6,Pronto-atendimento ou emergência de hospital privado ,,
,,,,7,No domicílio ,,
,,,,8,Outro local,,
,,,,,Não aplicável,,
PND2T292N0,S12009,,,1,Sim,,
,,,,2,Não,,
,,,,,Não aplicável,,
,,,,,,,
PND2T293N0,S12011,,,1,Sim,,
,,,,2,Não,,
,,,,,Não aplicável,,
PND2T294N0,S12012,,,1,Sim,,
,,,,2,Não,,
,,,,,Não aplicável,,
PND2T295N0,S12013,,,1,Sim,,
,,,,2,Não,,
,,,,,Não aplicável,,
,,,,,,,
PND2T296N0,S12014,,,4,Com certeza sim,,
,,,,3,Provavelmente sim,,
,,,,2,Provavelmente não,,
,,,,1,Com certeza não,,
,,,,5,Não sabe/Não lembra,,
,,,,,Não aplicável,,
PND2T297N0,S12015,,,4,Com certeza sim,,
,,,,3,Provavelmente sim,,
,,,,2,Provavelmente não,,
,,,,1,Com certeza não,,
,,,,5,Não sabe/Não lembra,,
,,,,,Não aplicável,,
,,,,,,,
PND2T298N0,S12016,,,4,Com certeza sim,,
,,,,3,Provavelmente sim,,
,,,,2,Provavelmente não,,
,,,,1,Com certeza não,,
,,,,5,Não sabe/Não lembra,,
,,,,,Não aplicável,,
PND2T299N0,S12017,,,4,Com certeza sim,,
,,,,3,Provavelmente sim,,
,,,,2,Provavelmente não,,
,,,,1,Com certeza não,,
,,,,5,Não sabe/Não lembra,,
,,,,,Não aplicável,,
PND2T300N0,S12018,,,4,Com certeza sim,,
,,,,3,Provavelmente sim,,
,,,,2,Provavelmente não,,
,,,,1,Com certeza não,,
,,,,5,Não sabe/Não lembra,,
,,,,,Não aplicável,,
,,,,,,,
PND2T301N0,S12019,,,4,Com certeza sim,,
,,,,3,Provavelmente sim,,
,,,,2,Provavelmente não,,
,,,,1,Com certeza não,,
,,,,5,Não sabe/Não lembra,,
,,,,,Não aplicável,,
PND2T302N0,S12020,,,4,Com certeza sim,,
,,,,3,Provavelmente sim,,
,,,,2,Provavelmente não,,
,,,,1,Com certeza não,,
,,,,5,Não sabe/Não lembra,,
,,,,,Não aplicável,,
PND2T303N0,S12021,,,4,Com certeza sim,,
,,,,3,Provavelmente sim,,
,,,,2,Provavelmente não,,
,,,,1,Com certeza não,,
,,,,5,Não sabe/Não lembra,,
,,,,,Não aplicável,,
PND2T304N0,S12022,,,4,Com certeza sim,,
,,,,3,Provavelmente sim,,
,,,,2,Provavelmente não,,
,,,,1,Com certeza não,,
,,,,5,Não sabe/Não lembra,,
,,,,,Não aplicável,,
PND2T305N0,S12023,,,4,Com certeza sim,,
,,,,3,Provavelmente sim,,
,,,,2,Provavelmente não,,
,,,,1,Com certeza não,,
,,,,5,Não sabe/Não lembra,,
,,,,,Não aplicável,,
,,,,,,,
PND2T306N0,S12024,,,1,Sim,,
,,,,2,Não,,
,,,,3,Não sabe/Não lembra,,
,,,,,Não aplicável,,
PND2T307N0,S12025,,,4,Com certeza sim,,
,,,,3,Provavelmente sim,,
,,,,2,Provavelmente não,,
,,,,1,Com certeza não,,
,,,,5,Não sabe/Não lembra,,
,,,,,Não aplicável,,
PND2T308N0,S12026,,,4,Com certeza sim,,
,,,,3,Provavelmente sim,,
,,,,2,Provavelmente não,,
,,,,1,Com certeza não,,
,,,,5,Não sabe/Não lembra,,
,,,,,Não aplicável,,
PND2T309N0,S12027,,,4,Com certeza sim,,
,,,,3,Provavelmente sim,,
,,,,2,Provavelmente não,,
,,,,1,Com certeza não,,
,,,,5,Não sabe/Não lembra,,
,,,,,Não aplicável,,
,,,,,,,
PND2T310N0,S12028,,,4,Com certeza sim,,
,,,,3,Provavelmente sim,,
,,,,2,Provavelmente não,,
,,,,1,Com certeza não,,
,,,,5,Não sabe/Não lembra,,
,,,,,Não aplicável,,
,,,,,,,
PND2T311N0,S12029,,,4,Com certeza sim,,
,,,,3,Provavelmente sim,,
,,,,2,Provavelmente não,,
,,,,1,Com certeza não,,
,,,,5,Não sabe/Não lembra,,
,,,,,Não aplicável,,
PND2T312N0,S12030,,,4,Com certeza sim,,
,,,,3,Provavelmente sim,,
,,,,2,Provavelmente não,,
,,,,1,Com certeza não,,
,,,,5,Não sabe/Não lembra,,
,,,,,Não aplicável,,
PND2T313N0,S12031,,,4,Com certeza sim,,
,,,,3,Provavelmente sim,,
,,,,2,Provavelmente não,,
,,,,1,Com certeza não,,
,,,,5,Não sabe/Não lembra,,
,,,,,Não aplicável,,
PND2T314N0,S12032,,,4,Com certeza sim,,
,,,,3,Provavelmente sim,,
,,,,2,Provavelmente não,,
,,,,1,Com certeza não,,
,,,,5,Não sabe/Não lembra,,
,,,,,Não aplicável,,
PND2T315N0,S12033,,,4,Com certeza sim,,
,,,,3,Provavelmente sim,,
,,,,2,Provavelmente não,,
,,,,1,Com certeza não,,
,,,,5,Não sabe/Não lembra,,
,,,,,Não aplicável,,
,,,,,,,
PND2T316N0,S12034,,,4,Com certeza sim,,
,,,,3,Provavelmente sim,,
,,,,2,Provavelmente não,,
,,,,1,Com certeza não,,
,,,,5,Não sabe/Não lembra,,
,,,,,Não aplicável,,
PND2T317N0,S12035,,,4,Com certeza sim,,
,,,,3,Provavelmente sim,,
,,,,2,Provavelmente não,,
,,,,1,Com certeza não,,
,,,,5,Não sabe/Não lembra,,
,,,,,Não aplicável,,
PND2T318N0,S12036,,,4,Com certeza sim,,
,,,,3,Provavelmente sim,,
,,,,2,Provavelmente não,,
,,,,1,Com certeza não,,
,,,,5,Não sabe/Não lembra,,
,,,,,Não aplicável,,
,,,,,,,
PND2T319N0,S12037,,,4,Com certeza sim,,
,,,,3,Provavelmente sim,,
,,,,2,Provavelmente não,,
,,,,1,Com certeza não,,
,,,,5,Não sabe/Não lembra,,
,,,,,Não aplicável,,
PND2T320N0,S12038,,,4,Com certeza sim,,
,,,,3,Provavelmente sim,,
,,,,2,Provavelmente não,,
,,,,1,Com certeza não,,
,,,,5,Não sabe/Não lembra,,
,,,,,Não aplicável,,
PND2T321N0,S12039,,,4,Com certeza sim,,
,,,,3,Provavelmente sim,,
,,,,2,Provavelmente não,,
,,,,1,Com certeza não,,
,,,,5,Não sabe/Não lembra,,
,,,,,Não aplicável,,
,,,,,,,
PND2T322N0,S12040,,,4,Com certeza sim,,
,,,,3,Provavelmente sim,,
,,,,2,Provavelmente não,,
,,,,1,Com certeza não,,
,,,,5,Não sabe/Não lembra,,
,,,,,Não aplicável,,
PND2T323N0,S12041,,,4,Com certeza sim,,
,,,,3,Provavelmente sim,,
,,,,2,Provavelmente não,,
,,,,1,Com certeza não,,
,,,,5,Não sabe/Não lembra,,
,,,,,Não aplicável,,
,,,,,,,
PND2T324N0,S12042,,,1,Não concordo,,
,,,,2,Concordo um pouco,,
,,,,3,Concordo,,
,,,,4,Concordo muito,,
,,,,5,Concordo totalmente,,
,,,,,Não aplicável,,
PND2T325N0,S12043,,,1,Não concordo,,
,,,,2,Concordo um pouco,,
,,,,3,Concordo,,
,,,,4,Concordo muito,,
,,,,5,Concordo totalmente,,
,,,,,Não aplicável,,
PND2T326N0,S12044,,,1,Não concordo,,
,,,,2,Concordo um pouco,,
,,,,3,Concordo,,
,,,,4,Concordo muito,,
,,,,5,Concordo totalmente,,
,,,,,Não aplicável,,
PND2T327N0,S12045,,,1,Não concordo,,
,,,,2,Concordo um pouco,,
,,,,3,Concordo,,
,,,,4,Concordo muito,,
,,,,5,Concordo totalmente,,
,,,,,Não aplicável,,
PND2T328N0,S12046,,,1,Não concordo,,
,,,,2,Concordo um pouco,,
,,,,3,Concordo,,
,,,,4,Concordo muito,,
,,,,5,Concordo totalmente,,
,,,,,Não aplicável,,
PND2T329N0,S12047,,,1,Não concordo,,
,,,,2,Concordo um pouco,,
,,,,3,Concordo,,
,,,,4,Concordo muito,,
,,,,5,Concordo totalmente,,
,,,,,Não aplicável,,
PND2T330N0,S12048,,,1,Não concordo,,
,,,,2,Concordo um pouco,,
,,,,3,Concordo,,
,,,,4,Concordo muito,,
,,,,5,Concordo totalmente,,
,,,,,Não aplicável,,
PND2T331N0,S12049,,,1,Não concordo,,
,,,,2,Concordo um pouco,,
,,,,3,Concordo,,
,,,,4,Concordo muito,,
,,,,5,Concordo totalmente,,
,,,,,Não aplicável,,
PND2T332N0,S12050,,,1,Não concordo,,
,,,,2,Concordo um pouco,,
,,,,3,Concordo,,
,,,,4,Concordo muito,,
,,,,5,Concordo totalmente,,
,,,,,Não aplicável,,
PND2T333N0,S12051,,,1,A própria pessoa,,
,,,,2,Outro morador,,
,,,,3,Pessoa não moradora,,
,,,,9,Ignorado,,
,,,,,Não aplicável,,
PND2T334N0,S120511,,,01 a 30,,,
,,,,,Não aplicável,,
Variáveis Derivadas,,,,,,,
PND2T230N0,VD2002,01,Pessoa responsável,01,Pessoa responsável,VERDADEIRO,VERDADEIRO
,,02,Cônjuge ou companheiro(a),02,Cônjuge ou companheiro(a),VERDADEIRO,VERDADEIRO
,,03,Filho(a),03,Filho(a),VERDADEIRO,VERDADEIRO
,,04,Enteado(a),04,Enteado(a),VERDADEIRO,VERDADEIRO
,,05,Genro ou nora,05,Genro ou nora,VERDADEIRO,VERDADEIRO
,,06,"Pai, mãe, padrasto ou madrasta",06,"Pai, mãe, padrasto ou madrasta",VERDADEIRO,VERDADEIRO
,,07,Sogro(a),07,Sogro(a),VERDADEIRO,VERDADEIRO
,,08,Neto(a),08,Neto(a),VERDADEIRO,VERDADEIRO
,,09,Bisneto(a),09,Bisneto(a),VERDADEIRO,VERDADEIRO
,,10,Irmão ou irmã,10,Irmão ou irmã,VERDADEIRO,VERDADEIRO
,,11,Avô ou avó,11,Avô ou avó,VERDADEIRO,VERDADEIRO
,,12,Outro parente,12,Outro parente,VERDADEIRO,VERDADEIRO
,,13,Agregado(a),13,Agregado(a),VERDADEIRO,VERDADEIRO
,,14,Convivente,14,Convivente,VERDADEIRO,VERDADEIRO
,,15,Pensionista,15,Pensionista,VERDADEIRO,VERDADEIRO
,,16,Empregado(a) doméstico(a),16,Empregado(a) doméstico(a),VERDADEIRO,VERDADEIRO
,,17,Parente do(a) empregado(a) doméstico(a),17,Parente do(a) empregado(a) doméstico(a),VERDADEIRO,VERDADEIRO
PND2T231N0,VD2003,01 a 30,Pessoa(s),01 a 30,Pessoa(s),VERDADEIRO,VERDADEIRO
PND2T232N0,VD2004,1,Unipessoal,1,Unipessoal,VERDADEIRO,VERDADEIRO
,,2,Nuclear ,2,Nuclear ,VERDADEIRO,VERDADEIRO
,,3,Estendida,3,Estendida,VERDADEIRO,VERDADEIRO
,,4,Composta,4,Composta,VERDADEIRO,VERDADEIRO
PND2T283N0,VD2006,01,0 a 4 anos,01,0 a 4 anos,VERDADEIRO,VERDADEIRO
,,02,5 a 9 anos,02,5 a 9 anos,VERDADEIRO,VERDADEIRO
,,03,10 a 13 anos,03,10 a 13 anos,VERDADEIRO,VERDADEIRO
,,04,14 a 19 anos,04,14 a 19 anos,VERDADEIRO,VERDADEIRO
,,05,20 a 24 anos,05,20 a 24 anos,VERDADEIRO,VERDADEIRO
,,06,25 a 29 anos,06,25 a 29 anos,VERDADEIRO,VERDADEIRO
,,07,30 a 34 anos,07,30 a 34 anos,VERDADEIRO,VERDADEIRO
,,08,35 a 39 anos,08,35 a 39 anos,VERDADEIRO,VERDADEIRO
,,09,40 a 44 anos,09,40 a 44 anos,VERDADEIRO,VERDADEIRO
,,10,45 a 49 anos,10,45 a 49 anos,VERDADEIRO,VERDADEIRO
,,11,50 a 54 anos,11,50 a 54 anos,VERDADEIRO,VERDADEIRO
,,12,55 a 59 anos,12,55 a 59 anos,VERDADEIRO,VERDADEIRO
,,13,60 a 64 anos,13,60 a 64 anos,VERDADEIRO,VERDADEIRO
,,14,65 a 69 anos,14,65 a 69 anos,VERDADEIRO,VERDADEIRO
,,15,70 a 74 anos,15,70 a 74 anos,VERDADEIRO,VERDADEIRO
,,16,75 a 79 anos,16,75 a 79 anos,VERDADEIRO,VERDADEIRO
,,17,80 anos ou mais,17,80 anos ou mais,VERDADEIRO,VERDADEIRO
PND2T233N0,VD3004,1,Sem instrução e menos de 1 ano de estudo,1,Sem instrução e menos de 1 ano de estudo,VERDADEIRO,VERDADEIRO
,,2,Fundamental incompleto ou equivalente,2,Fundamental incompleto ou equivalente,VERDADEIRO,VERDADEIRO
,,3,Fundamental completo ou equivalente,3,Fundamental completo ou equivalente,VERDADEIRO,VERDADEIRO
,,4,Médio incompleto ou equivalente,4,Médio incompleto ou equivalente,VERDADEIRO,VERDADEIRO
,,5,Médio completo ou equivalente,5,Médio completo ou equivalente,VERDADEIRO,VERDADEIRO
,,6,Superior incompleto ou equivalente,6,Superior incompleto ou equivalente,VERDADEIRO,VERDADEIRO
,,7,Superior completo ,7,Superior completo ,VERDADEIRO,VERDADEIRO
